# PLATE IDENTIFICATIONS FOR MULLER ET AL AREPS MODEL		
#		
# Plate Id	Code	Description
7250		Neotethys suture Burma-Andaman; western boundary Burma-Andaman Block
7251		Inner-Outer Indo-Burma Wedge boundary
7252		Eastern Indochina Block boundary; East Vietnam Fault Zone; N of Mae Ping
7253		Mae Ping fault zone 
7254		Three Pagodas - Tho Chu fault zone
7255		Indochina-Sibumasu (Bentong-Raub) suture Malaysia and Sumatra 
7256		Eastern Indochina Block boundary; East Vietnam Fault Zone; S of Mae Ping
7257		Outer Indo-Burma Wedge boundary
7258		Northern margin Andaman Sea
7259		Bangong-Nujiang west of Sagaing Fault: Jurassic-early Cretaceous Jadeitite 
7260		Woyla suture Sumatra (~Melawai Fault)
7261		eastern boundary Tadjik Depression topology
7262		connection Chatkal-Peter I topology
7263		southeastern marin Peter I
7264		Tadjik-Ghissar-Chatkal-Peter I-Alai valley topology
7265		Shan Scarp
7266		Bangong Nujiang Burma South
7267		Northward growing Sagaing Fault 1
7268		Northward growing Sagaing Fault 2 
7269		Indus Yarlung Burma South 
7270		Truncation Lhasa Burma against Sagaing
7271		Extending Tibet topology 
7272		Greater India assuming 50 Ma collision
7300		"intra-oceanic subduction zone creating ophiolites east    van Hinsbergen et al., 2011 Tectonics       "
7301		"intra-oceanic subduction zone creating ophiolites west    van Hinsbergen et al., 2011 Tectonics       "
7302		ophiolites east
7303		ophiolites west
7701	TUN	Tunisia
8330	LHR	Lord Howe Rise (part of deforming region)
8331	NLHR	Northern Lord Howe Rise
8333		S. Norfolk Ridge (part of deforming region)
8334		N. Norfolk Ridge (part of deforming region)
8335		Reinga Ridge (part of deforming region) 
8680	CLP	Challenger Plateau
8690	NLHR	Used for AUS-LHR Points (deforming region)
8691		Alteration of 833 rotations as used in Aus-LHR points script 
8824	VITO	Older Vitiaz Trench
8827	NHB	New Hebrides
8847	MALT	"Malaita Terrane, Solomon Islands"
8853	WSOL2	"Western Solomon Basin, trapped crust"
8858	NFR2	Norfolk Ridge Block 2
8859	NB1	Norfolk Basin Block 1
8860	NB2	Norfolk Basin Block 2
8861	NB3	Norfolk Basin Block 3
8862	NB4	Norfolk Basin Block 4
8863	NB5	Norfolk Basin Block 5
9000	PTJ	Panthalassa triple junction
9004	RHES	Rheic Plate South
9005	RHEN	Rheic Plate North
9006	PTE	Paleotethys Plate East
9007	PTW	Paleotethys Plate West
9008	PTSE	Paleotethys Plate Southeast
9009	MOK1	Mongol-Okhotsk Plate 1
9010	MOK2	Mongol-Okhotsk Plate 2
9011	SPUD	Minor plate between Siberia and Laurussia
9012	TKN	Turkestan Plate
9013	JNG	Junggar Plate
9014	PAP	Paleoasian Plate
9015	SMO	West Slide Mountain Ocean Plate
9016	PAPS	Paleoasian Plate South
9017	POO	Microplate between Laurentia and Gondwana
9021	FTALX	Farallon trapped crust in Alexander Plate
9923	MELS1	Melanesia Basin (Solomon Sea) south flank
16101	STK	Stikinia Terrane 
16102	QES	Quesnellia Terrane 
16103	SMT	Slide Mountain Terrane
16104	YTT	Yukon-Tanana Terrane
16105	YTUP	Yukon-Tanana Upland
16106	CSR	Cassiar Terrane
16107	KOO	Kootenay Terrane
16110	WRG	Wrangellia Terrane
16111	ALX	Alexander Terrane 
16112	PNT	Peninsular Terrane
16113	CCT	Cache Creek Terrane
16121	CHG1	Chugach Terrane1
16122	CHG2	Chugach Terrane2 
16123	YAK	Yakutat Terrane
16124	WSMR	Metamorphic rocks b/w Stikinia and Wrangellia
16130	ALE	Aleutian chain
16140	BER	Bering Shelf
16141	OBS	Outer Bering Shelf
16150	AXB	Alexander back-arc basin isochron rotations
16151	TCCO	Trapped Farallon crust in Cache Creek
16152	TALX	Trapped Alexander back-arc basin crust
18100	AACM	North Slope Alaska Province or AACM (Arctic Alaska-Chukotka Microplate)
18102	RUBY	Ruby Terrane
18103	ANG	Angayucham Terrane
18104	FWT	Farewell Terrane
18105	GNT	Goodnews Terrane
18106	KOY	Koyukuk Terrane
18107	KSZ	Koyukuk Subduction Zone pre-reversal 160-142Ma
18108	TOG	Togiak Terrane
18150	NSLM	North Slope Microplate of AACM
18200	CHUM	Chukchi microcontinent and North Chukchi Basin Province
18202	SNC	South North Chukchi Basin
18203	NCB	North Chukchi Basin
28011	SPB	South Patagonian Batholith
28800	DMB	Deseado Massif Block
28900	FIM	Falkland Islands/Malvinas Microplate (deforming region)
29800	MEB	Maurice Ewing Bank
41200	SAO	South Anuyi Ocean
42100	NSDL	Northern Siberian Shelf De Long Islands
42101	KSI	Kotel'nyi New Siberian Islands
42102	NVB	Novaya Block
42103	VTB	Vil'kitski Trough Basin
42150	ESM	East Siberian Microplate
42200	NSS2	Northern Siberian Shelf Province 2 general
42201	SAN	South Anuyi Block
42300	WRA	Wrangel Island (South of deformation zone) Province
42400	LAP	Laptev Sea Province 42400 general
43101	CVK	Central Verkhoyansk Province general
43102	WVK	Western Verkhoyansk
43200	KOST	Kolyma
43201	OMT	Omolon Province 
43202	CHE	Chersky Range 
43203	PRK	Prikolyma Terrane
43204	OMU	Omulevka Terrane 
43205	ALZ	Alazeya Terrane 
43206	OLO	Oloy Terrane
43207	YRK	Yarakvaam Terrane 
43300	CSBP	Chukotka Peninsula and South Bering Sea Province general
43301	BSE	Bering Strait East (Nome Alaska)
43400	VOP	Viligia/Okhotsk Province general
44100	EKAM	East Kamchatka and Vetlovskiy Terranes
44101	NKAM	North Kamchatka
44102	KKAM	Koryak/Kamchatka
44103	KAMO	East Kamchatka/Okhotsk
50601	HEL	Helmand
50602	MAK	Makran
60201	HAI	Hainan Island
60301	MP1	Malay Peninsula 1
60302	MP2	Malay Peninsula 2
60401	SIM	Simao
60402	SICH	South Indochina
60403	ICH1	Indochina sliver 1 
60404	ICH2	1 Indochina sliver 2 
60405	ICH3	2 Indochina sliver 3 
60406	ICH4	3 Indochina sliver 4 
61401	KLM4	Kalimantan 4
61403	CRF	Crocker Formation
61404	LUC	Luconia
61405	EKLM	Easternmost Kalimantan
61406	SPAL2	South Palawan 2 
61407	SAB	Sabah
61411	KLM2	Kalimantan 2 
61412	KLM3	Kalimantan 3 
61413	KLM1	Kalimantan 1 (Accretionary prism) 
61501	BH1	Bird's Head Plate 1 
61502	BH2	Bird's Head Plate 2 
61601	WQIA	West Qiangtang
61602	AMD	Amdo
64701	MLP2	East Malay Peninsula (east of Bentong)
65702	EJAV1	Easternmost Java (recent arc)
67301	NWSUM1	Northwest Sumatra 1 
67302	NWSUM2	Northwest Sumatra 2 
67303	SUN	Sunda Oroclines 
67304	SUN	Sunda Oroclines 
67305	SUN	Sunda Oroclines 
67306	SUN	Sunda Oroclines 
67307	SUN	Sunda Oroclines 
67308	SUN	Sunda Oroclines 
67309	SUN	Sunda Oroclines 
67310	SUN	Sunda Oroclines 
67311	SUN	Sunda Oroclines 
67312	SUN	Sunda Oroclines 
67313	SUN	Sunda Oroclines 
67314	SUN	Sunda Oroclines 
67315	SUN	Sunda Oroclines 
67316	SUN	Sunda Oroclines 
67317	SUN	Sunda Oroclines 
67350	WOY	Woyla Arc terranes 
67351	BAR	Barisan 
68601	SUMA	Sumatra Arc
69701	TPA1	"Central Toricelli, Prince Alexander, Finisterre Arc     "
69702	TPA2	"Eastern Toricelli, Prince Alexander, Finisterre Arc     "
70822	GKAB2	Grande Kabylie2
70833	GKAB3	Grande Kabylie3
70844	GKAB4	Grande Kabylie4
83301		Rigid block in Western LHR (part of deforming region)
83311		Rigid block in Western LHR (part of deforming region)
83312		Rigid block in Western LHR (part of deforming region)
83330		S. Norfolk Ridge outer boundary (part of deforming region)
83340		N. Norfolk Ridge outer boundary (part of deforming region)
83350		Reinga Ridge outer boundary (part of deforming region) 
85001		STR Construction Line
86801		Challenger Plateau COB conjugate to STR
86802		"Challenger Plateau COB conjugate to ANT, Segment 1"
86803		"Challenger Plateau COB conjugate to ANT, Segment 2"
86804		"ANT COB conjugate to Challenger Plateau, Segment 1 "
86805		"ANT COB conjugate to Challenger Plateau, Segment 2"
602201		Isochron rotations for 259-250 Ma BAB outboard of South China
602202		Isochron rotations for 259-250 Ma BAB outboard of South China
902001	GBS	Gympie-Brook Street SZ
902002	SWG	Southwest Gondwana outboard SZ
902003	MAG	Magnitogorsk SZ
902005	IPTH1	Intra-Paleotethys SZ1
902006	VAR	South Variscan SZ
902007	IPTH2	Intra-Paleotethys SZ2
902009	SWA	Southwest Annamia SZ
902010	PASZ	Paleoasian Intraoceanic SZ
902013	BEI	Beishan SZ
902014	GAC	Gamilaroi-Calliope (Panthalassa) SZ
